Job Title,professional level,Governorate,skills
Dart Developer,senior,Cairo,"act, advertising, arm, business, business administration, communication, communication skill, content marketing, creative, industrial security, leadership, management, manager, marketing, marketing automatic, marketing campaign, medium, or, other, security administration, senior management"
Dart Developer,senior,Giza,"administration, analysis, business, business administration, business development, he, hospitality industry, human resource, human resource (he), human resource management, leadership, management, operation, people management, recruitment, rep, resource management, retail, revenue growth, sale, senior management"
Data Analyst,fresh,Al Ain,"accounting, administration, admit, analysis, analyst, analytical, analytical skill, banking, business, business administration, business analysis, business development, business intelligence, business research, commerce, communication, finance, i, research"
Data Analyst,fresh,Alexandria,".net, accountant, accounting, accounting software, administration, analysis, analyst, analytical, asp.net, business, business development, business process management, c-level executive, co, commerce, communication, communication skill, director, fidgeting, finance, go, research"
Data Analyst,fresh,Cairo,"accounting, analysis, analyst, analytical, business, business development, communication skill, computer science, data analysis, engineering, engineering - telecom, entry level, experienced, finance, i, information technology (it), it, research, retail, sal, sale, software development, technology"
Data Analyst,fresh,Qalubia,"accounting, analysis, analyst, analytical, analytical skill, business, business analysis, business development, business intelligence, business system, communication, communication skill, computer engineering, computer science, customer service, data, data analysis, data analyst, finance, i, research, support"
Data Analyst,manager,Cairo,"accounting, analysis, analyst, analytical, analytical skill, business, business analysis, business development, business intelligence, business system, communication, communication skill, computer engineering, computer science, customer service, data, data analysis, finance, i, research, support"
Data Analyst,mid,Cairo,"accounting, analysis, analyst, analytical, business, business analysis, business development, computer science, customer service, data, engineering - telecom, experienced, finance, information technology (it), it, program management, project, research, retail, sal, sale, software development, statistic, support, tableau, technology"
Data Analyst,mid,Giza,"accounting, advertising, analysis, analyst, analytical, business, business analysis, business development, communication, computer science, data, engineering, engineering - telecom, entry level, experienced, finance, information technology (it), it, marketing, or, research, retail, sal, sale, software development, technology"
Data Analyst,mid,Makkah,"accounting, administration, admit, analysis, analyst, analytical, analytical skill, banking, business, business administration, business analysis, business development, business intelligence, business research, commerce, finance, i, research"
Data Architect,mid,Cairo,"angular, architecture, art, autocrat, civil, computer science, construction, creative, design, engineering, engineering - construction, engineering - telecom, entry level, experienced, him, information technology (it), it, program management, project, react, relit, software development, software engineering, technology, wa max"
Data Architect,mid,Dubai,"arm, azure drop server, cloud development, compliance requirement, computer science, disaster recovery, engineering, experienced, information technology (it), infrastructure a code, it, microsoft azure, sal azure, software development, telecommunication"
Data Architect,mid,Giza,"adore illustration, adore photoshop, architecture, art, autocrat, axis, back-end development, civil, computer science, continuous integration, control system, creative, design, design management, do, engineering, engineering - construction, engineering - telecom, experienced, full stick development, gas, information technology (it), technology"
Data Architect,mid,Riyadh,"analytical skill, axis, azure, computer science, development, engineering, engineering - telecom, enterprise integration, experienced, information technology, information technology (it), it, programming, restful, soap, software, software development, software engineering, system integration, technology"
Data Engineer,fresh,Alexandria,"accounting, accounting software, administration, agile, analytical skill, apt, architecture, arm, back-end, bootstrap, branding, business, commerce, communication, computer, computer science, computer system, continues integration (i), customer service, finance"
Data Engineer,fresh,Cairo,"architecture, autocrat, civil, communication, communication skill, computer science, construction, design, electrical, engineering, engineering - construction, engineering - mechanical, engineering - other, engineering - telecom, entry level, experienced, information technology (it), installation, it, maintenance, patron, quality, repair, software development, software engineering, technology"
Data Engineer,fresh,Damietta,"accounting, administration, agile, computer science, d, engineering, engineering - telecom, entry level, finance, git, html, information technology (it), iss, it, javascript, myself, pp, software development, software engineering, technology, travel"
Data Engineer,fresh,Gharbia,"accounting, administration, advertising, agile, angular, arm, auditing, auditor, business administration, communication skill, computer, computer science, construction, core, customer, customer care, customer service, finance, iss, wa"
Data Engineer,fresh,Giza,"art, communication, communication skill, computer science, creative, customer service, design, diagnostic skill, electrical, end, engineering, engineering - mechanical, engineering - other, engineering - telecom, entry level, experienced, information technology (it), maintenance, mechanical engineering, quality, support, technical, technology"
Data Engineer,fresh,Qalubia,".net development, analyst, analytical, apt, architecture, axis, back-end, computer science, development, english, entry level, information technology (it), it, patron, relation database, research, restful, software development, software engineering, web service"
Data Engineer,fresh,Riyadh,"abe framework, accounting, administration, admit, analysis, apt development, apt testing, design, development, engineering - telecom, entry level, finance, is, it, react, restful axis, software development, technology, version control, web application, web development"
Data Engineer,manager,Cairo,"analyst, architecture, civil, communication, computer science, design, engineering, engineering - construction, engineering - telecom, entry level, experienced, information technology (it), it, logistics, management, manager, manufacturing, microsoft office, operation, production, project management, research, software development, supply chain, technology"
Data Engineer,manager,Giza,"administration, analyst, architecture, business, civil, communication, communication skill, computer science, engineering, engineering - construction, engineering - other, engineering - telecom, entry level, experienced, information technology (it), it, management, manager, manufacturing, production, research, sal, software, software development, technology"
Data Engineer,manager,Riyadh,"accounting, administration, advertising, agile, angular, arm, auditing, auditor, business administration, communication skill, computer, computer science, construction, core, customer, customer care, customer service, finance, iss, wa"
Data Engineer,manager,Sharqia,"analytical skill, architectural, architecture, architecture engineering, autocrat, azure, back office, backed, business administration, business development, business intelligence, civil, civil engineering, cloud, computer, computer engineering, computer hardware, computer science, i, wa"
Data Engineer,mid,Alexandria,"apt, computer science, d, data security, database management system, engineering, experienced, information technology (it), it, management system, performance profiting, pp, problem solve, software, software development, software engineering, top, travel, version control"
Data Engineer,mid,Cairo,"architecture, civil, communication, computer science, design, electrical, engineering, engineering - construction, engineering - mechanical, engineering - telecom, entry level, experienced, information technology (it), installation, it, javascript, maintenance, management, manager, manufacturing, operation, production, quality, repair, software development, software engineering, technology"
Data Engineer,mid,Dakahlia,".net, administration, administrative, adore illustration, adore photoshop, agile, ai, analyst, architecture, artificial intelligence, asp.net, assistant, autocrat, automatic, computer science, experienced, it, natural language processing, organizational development, research, software development"
Data Engineer,mid,Damascus,"apt, axis, build tool, career development, computer science, control system, development support, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, javascript framework, lazy loading, react, software development, software engineering, technology"
Data Engineer,mid,Dubai,"arm, azure drop server, cloud development, compliance requirement, computer science, disaster recovery, engineering, experienced, information technology (it), infrastructure a code, it, microsoft azure, sal azure, software development, telecommunication"
Data Engineer,mid,Giza,"analysis, architecture, civil, communication, communication skill, computer science, design, electrical, engineering, engineering - construction, engineering - mechanical, engineering - telecom, entry level, experienced, information technology (it), installation, it, maintenance, management, manager, manufacturing, production, quality, repair, software, software development, technology"
Data Engineer,mid,Monufya,".net development, am, analyst, business administration, computer science, engineering, experienced, information technology, information technology (it), it, logistics, maintenance, management, manufacturing, manufacturing process, operation, pm, pp, quality management, research, sap, sap pp, software development, supply chain"
Data Engineer,mid,Riyadh,"analyst, architecture, autocrat, backed, civil, computer science, design, development, electrical, electrical engineering, engineering, engineering - construction, engineering - mechanical, engineering - other, engineering - telecom, experienced, information technology (it), installation, it, leadership, maintenance, repair, research, software development, technology"
Data Engineer,senior,Cairo,"analysis, architecture, case, civil, communication, computer science, electrical, engineering - construction, engineering - mechanical, engineering - telecom, experienced, information technology (it), installation, it, javascript, maintenance, management, manager, microsoft office, program management, project, project management, repair, senior management, software development, technology"
Data Engineer,senior,Giza,"account management, administration, analysis, analyst, application development, arabic, architecture, art, autocrat, business, business development, can, communication, communication skill, computer engineering, computer science, continuous improvement, coordination, creative, design, had, isa, research"
Data Modeler,fresh,Alexandria,"analytical skill, computer science, database, development, engineering - telecom, entry level, etc, information technology (it), installation, it, maintenance, oracle, oracle report, repair, science, software development, technology"
Data Modeler,fresh,Cairo,"algorithm, analytical skill, apt design, artificial intelligence (ai), computer science, computer vision, data analysis, design tool, development, eagle, ebbed system, electrical engineering, engineering - telecom, entry level, information technology (it), it, machine learning, patron, programming, retail, sale, software development, technology"
Data Modeler,fresh,Qalubia,"accounting, analysis, analyst, analytical, analytical skill, business, computer science, data, data analysis, data analyst, database design, economics, entry level, etc, finance, information management, information technology (it), research, sal, statistic, statistical package"
Data Modeler,manager,Cairo,"advertising, conversion cracking, digital marketing, goose a, goose a specialist, goose ad, goose analysis, manager, marketing, marketing channel, or, reporting tool, so, social medium, social medium advertising, willingness to learn"
Data Modeler,manager,Giza,".net, angular, apex, business, business development, cloud development, communication, computer science, information technology (it), integration, it, lightning web component, manager, salesforce, salesforce arm, salesforce object query language, salesforce object search language, software development, testing, visualforce"
Data Modeler,mid,Cairo,"ai, analysis, analytical, analytical skill, computer science, drop, engineering, engineering - telecom, etc, experienced, information technology (it), installation, it, maintenance, patron, power i, project management, repair, sal, software development, software engineering, technology, wa"
Data Modeler,mid,Giza,"analysis, background service, business, business development, cloud development, communication, computer science, experienced, human resource, information technology (it), integration, management, marketing, networking, retail, sale, sale skill, sale target, service industry, wa"
Data Scientist,manager,Cairo,".net, agile, ai, ai engineer, algorithm, analysis, analyst, angular, artificial intelligence, asp.net, azure, cloud, communication, communication skill, computer science, computer vision, d, i, iss, research, wa"
Data Scientist,manager,Giza,".net, agile, ai, algorithm, analysis, analyst, angular, artificial intelligence, asp.net, azure, cloud, communication, communication skill, computer science, computer vision, d, data science, i, iss, research, wa"
Data Scientist,mid,Alexandria,".net, agile, ai, algorithm, analysis, analyst, angular, artificial intelligence, asp.net, azure, cloud, communication, communication skill, computer science, computer vision, d, data science, i, iss, research, wa"
Data Scientist,mid,Cairo,"agile, angular, cava, communication, computer science, development, doctor, engineering - telecom, experienced, full stick, html, information technology (it), iss, it, javascript, manager, myself, react, software development, technology, wa"
Data Scientist,mid,Dakahlia,".net, agile, ai, algorithm, analysis, analyst, angular, artificial intelligence, asp.net, azure, cloud, communication, communication skill, computer science, computer vision, d, data science, i, iss, research, wa"
Data Scientist,mid,Giza,".net, agile, ai, algorithm, analysis, analyst, angular, artificial intelligence, asp.net, azure, cloud, communication, communication skill, computer science, computer vision, d, data science, i, iss, research, wa"
Data Visualization Developer,junior,Cairo,"ai, algorithm, analysis, data science, experienced, it, jump, machine learning, nap, patron, porch, software development"
Data Visualization Developer,manager,Cairo,"analysis, analyst, analytical, analytical skill, business, business analysis, computer engineering, computer science, data, data analysis, data visualization, engineering, engineering - telecom, engineering statistic, information technology (it), it, manager, mathematics, microsoft expel, power i, research, software development, technology"
Data Visualization Developer,mid,Cairo,"analysis, analyst, analytical, analytical skill, business, business acute, business intelligence, computer science, data, data analysis, data analyst, engineering - telecom, experienced, information technology (it), it, patron, power i, research, sal, software development, statistic, tableau, technology"
Data Warehouse Developer,junior,Cairo,"advertising, analysis, analyst, business, business administration, business development, communication skill, computer science, customer service, data, engineering, engineering - telecom, experienced, i, it, management, marketing, or, patron, research, retail, sale, software development, support, technology"
Data Warehouse Developer,mid,Cairo,"advertising, analysis, analyst, business, business requirement, communication skill, computer engineering, computer science, customer service, data, data analysis, data analyst, engineering, etc, experienced, it, marketing, metadata standard, or, relation database, research, software development, support, verbal communication skill"
Database Administrator,mid,Alexandria,"analytical skill, ano, bubble.to, coming, computer science, da, database administrator, experienced, html, iss, it, low code, no code, software development, web development"
Database Administrator,mid,Cairo,"back-end, database administration, experienced, html, iss, it, pp, software development, software engineering, travel"
Database Administrator (DBA),junior,Alexandria,"ano, bubble.to, coming, computer science, da, database administrator, experienced, it, low code, no code, software development"
Database Administrator (DBA),mid,Alexandria,"analytical skill, ano, bubble.to, coming, computer science, da, database administrator, experienced, html, iss, it, low code, no code, software development, web development"
Deep Learning Engineer,manager,Cairo,"ai, algorithm, analysis, analyst, architectural, architectural engineering, artificial intelligence, artificial intelligence (ai), c, c++, case, civil engineering, cloud, cold, computer, computer engineering, computer science, computer vision, him, research, wa"
Deep Learning Engineer,mid,Cairo,"ai, algorithm, analysis, analyst, architectural, architectural engineering, artificial intelligence, artificial intelligence (ai), c, c++, case, civil engineering, cloud, cold, computer, computer engineering, computer science, computer vision, him, research, wa"
Deep Learning Engineer,mid,Dakahlia,"ai, algorithm, analysis, analyst, architectural, architectural engineering, artificial intelligence, artificial intelligence (ai), c, c++, case, civil engineering, cloud, cold, computer, computer engineering, computer science, computer vision, him, research, wa"
Deep Learning Engineer,mid,Giza,"ai, algorithm, analysis, analyst, architectural, architectural engineering, artificial intelligence, artificial intelligence (ai), c, c++, case, civil engineering, cloud, cold, computer, computer engineering, computer science, computer vision, him, research, wa"
Design Systems Engineer,fresh,Cairo,"apache peter, apt, automatic, axis, c#, code refactoring, computer science, design, engineering - telecom, entry level, information technology (it), it, programming, quality, rest, selenium, selenium webdriver, software development, software testing, technology, test script"
Design Systems Engineer,junior,Cairo,".net, agile, computer science, design, doctor, drop, engineering, engineering - telecom, entry level, experienced, git, information technology (it), installation, it, javascript, maintenance, repair, software, software development, software engineering, technology, wa, web development"
Design Systems Engineer,junior,Giza,".net development, architecture, civil, communication, design, electrical, electrical engineering, engineering, engineering - construction, engineering - mechanical, engineering - telecom, experienced, information technology (it), it, maintenance, manufacturing, mechanical, production, quality, quality assurance, software development, software engineering, technology"
Design Systems Engineer,junior,Riyadh,"axis, azure, development, engineering, engineering - telecom, experienced, information technology (it), it, restful, software development, software engineering, system integration, technology"
Design Systems Engineer,manager,Cairo,"architecture, basic first aid, business development, civil, civil engineering, construction management, development, electrical, engineering, engineering - construction, engineering - mechanical, english language, financial acute, financial analysis, management, manager, microsoft office, operation, project management, project management software, real estate, real estate development"
Design Systems Engineer,mid,Alexandria,"a, agile, computer science, engineering, engineering - telecom, experienced, information technology (it), it, mobile pp, quality, quality assurance, quality control, security, security testing, serum, software, software development, software quality, technology, terrified software tested, terrified software tested (caste)"
Design Systems Engineer,mid,Cairo,"apt, art, computer science, creative, design, engineering, engineering - telecom, experienced, html, information technology (it), iss, it, javascript, pp, sal, software development, software engineering, software testing, technology, version control, web development"
Design Systems Engineer,mid,Damietta,"application development, computer science, control system, engineering - telecom, experienced, flutter, mobile, mobile application, mobile application development, mobile development, programming environment, technology, version control"
Design Systems Engineer,mid,Giza,"agile, analytical skill, angular, computer science, design, development, engineering, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, sal, software, software development, technology, version control, web service"
DevOps,fresh,Cairo,"agile, ai, angular, apt, asp.net, automatic, azure, backed, cloud, computer science, doctor, drop, engineering, engineering - telecom, entry level, experienced, information technology (it), installation, it, maintenance, repair, software development, technology, wa"
DevOps,manager,Cairo,".net development, abe framework, administration, agile, ai, aim, algorithm, analysis, angular, angular+, architecture, asp.net, back-end, c, c #, c#, c++, cloud, communication skill, computer science, did, wa"
DevOps,manager,Giza,".net, .net framework, administration, agile, ai, angular, asp net, asp.net, asp.net web apt, assistant, automatic, axis, backed, business, c#, communication, pp, pp developer, terrified scrummaster, wa"
DevOps,manager,Sharjah,".net, .net framework, administration, agile, ai, angular, asp.net, asp.net web apt, assistant, automatic, axis, backed, business, c#, communication, communication skill, pp, pp developer, terrified scrummaster, wa"
DevOps,mid,Alexandria,".net, .net framework, administration, agile, ai, angular, application development, asp.net, asp.net web apt, assistant, automatic, axis, backed, business, business acute, c#, pp, pp developer, terrified scrummaster, wa"
DevOps,mid,Cairo,"agile, ai, angular, asp.net, cava, cloud, computer science, engineering, engineering - telecom, experienced, information technology (it), installation, it, javascript, maintenance, myself, programming, repair, software, software development, software engineering, technology, wa"
DevOps,mid,Dakahlia,".net framework, agile, ai, angular, apt, artificial intelligence (ai), asp.net, asp.net web apt, authentication protocol, automatic, azure, azure cloud service, azure drop, azure drop server, banking, base, business development, d, d pipeline, i, wa"
DevOps,mid,Giza,"agile, ai, angular, asp.net, backed, computer science, engineering, engineering - telecom, experienced, git, information technology (it), it, myself, pp, sal, software, software development, software engineering, technology, travel, wa"
DevOps Engineer,fresh,Cairo,"agile, angular, asp.net, automatic, backed, cava, cloud, computer science, drop, engineering, engineering - other, engineering - telecom, entry level, experienced, information technology (it), installation, it, javascript, maintenance, node.is, nose, repair, software development, technology"
DevOps Engineer,manager,Giza,".net, agile, agile merit, angular, apt, arm, asp net, asp.net, asp.net web apt, automatic, azure drop, backed, c, c #, c++, cloud, communication skill, computer science, continues integration (i), continuous integration, iss, terrified serum master (com)"
DevOps Engineer,mid,Cairo,"agile, angular, asp.net, automatic, cava, cloud, computer science, drop, engineering, engineering - other, engineering - telecom, entry level, experienced, information technology (it), installation, it, javascript, maintenance, management, nose, operation, patron, repair, software development, technology"
DevOps Engineer,mid,Dakahlia,".net framework, agile, ai, angular, artificial intelligence (ai), asp.net, authentication protocol, automatic, azure, azure cloud service, azure drop, azure drop server, banking, base, business development, cloud, cloud service, d, d pipeline, i, wa"
DevOps Engineer,mid,Giza,"agile, angular, asp.net, automatic, cava, cloud, computer science, drop, engineering, engineering - other, engineering - telecom, entry level, experienced, information technology (it), installation, it, javascript, maintenance, management, nose, operation, patron, repair, software development, technology"
Docker Developer,junior,Cairo,"agile, azure, cloud, computer science, doctor, drop, engineering, engineering - telecom, experienced, git, information technology (it), it, javascript, manager, patron, react, software development, software engineering, technology, wa, web development"
Docker Developer,junior,Dakahlia,".net framework, agile, angular, asp.net, azure drop server, business development, drop, experienced, it, sal server, software development"
Docker Developer,junior,Damascus,"axis, computer science, engineering - telecom, experienced, git, iss, it, javascript, javascript framework, react, software development, technology"
Docker Developer,junior,Giza,".net, agile, angular, automatic, azure, computer science, doctor, drop, engineering, engineering - telecom, experienced, git, information technology (it), it, javascript, manager, myself, patron, software development, technology, wa"
Docker Developer,junior,Riyadh,"axis, backed, computer science, experienced, github, information technology (it), it, myself, node.is, pp, software development, travel"
Docker Developer,mid,Cairo,"apt, azure, cloud, computer science, doctor, drop, engineering, engineering - telecom, experienced, gap, git, information technology (it), iss, it, javascript, kubernetes, patron, software development, software engineering, technology, wa"
Docker Developer,mid,Dakahlia,".net framework, agile, angular, asp.net, authentication protocol, azure cloud service, azure drop, azure drop server, business development, cloud service, computer science, control system, drop, experienced, git, html, information technology, infrastructure a code, iss, it, software development"
Docker Developer,mid,Damascus,"apt, axis, build tool, career development, computer science, control system, development support, engineering - telecom, experienced, git, html, information technology (it), iss, it, javascript, javascript framework, lazy loading, react, software development, software engineering, technology"
Docker Developer,mid,Giza,"agile, automatic, azure, computer science, control system, doctor, drop, engineering, experienced, goose cloud, information technology (it), it, serum, software development, troubleshooting, version control, wa"
Docker Developer,mid,Riyadh,"axis, backed, computer science, experienced, github, information technology (it), it, myself, node.is, pp, react, react native, software development, software engineering, travel"
ETL Developer,fresh,Al Ain,"all, analytical skill, banking, business, business development, computer science, customer service, data analyst, database design, entry level, etc, information management, information technology (it), statistic, statistical package, support"
ETL Developer,fresh,Alexandria,"analytical skill, computer science, database, development, engineering - telecom, entry level, etc, information technology (it), installation, it, maintenance, oracle, oracle report, repair, science, software development, technology"
ETL Developer,fresh,Cairo,"all, analysis, analyst, analytical skill, computer science, data, data analysis, data analyst, database design, economics, entry level, etc, information management, information technology (it), it, power i, research, sal, software development, statistic, statistical package"
ETL Developer,fresh,Qalubia,"accounting, analysis, analyst, analytical, analytical skill, business, computer science, data, data analysis, data analyst, database design, economics, entry level, etc, finance, information management, information technology (it), research, sal, statistic, statistical package"
ETL Developer,mid,Cairo,"all, analysis, analyst, analytical skill, business intelligence, computer science, data analyst, database design, engineering, engineering - telecom, etc, experienced, i, information technology (it), it, patron, power i, research, sal, software development, statistic, statistical package, technology"
ETL Developer,mid,Makkah,"analysis, analyst, analytical, analytical skill, business, business analysis, business development, computer science, data, data analysis, data analyst, database design, economics, etc, experienced, financial data analysis, information management, information technology (it), market analysis, research"
Embedded Systems Engineer,junior,Cairo,"ai, algorithm, analysis, artificial intelligence (ai), computer science, computer vision, data analysis, data science, engineering - telecom, entry level, experienced, it, jump, machine learning, nap, patron, porch, programming, retail, sale, software development, software engineering, technology"
FastAPI Developer,fresh,Giza,"back-end, computer science, design, development, django, entry level, flask, information technology (it), it, mongodb, myself, patron, patron development, postgresql, software development, web application"
Firebase Developer,junior,Alexandria,"a, advertising, b testing, campaign performance, digital marketing, entry level, goose a, goose analysis, goose sense, marketing, or, paid user acquisition, pp store optimization"
Firebase Developer,junior,Cairo,"agile, apt, art, axis, computer science, creative, design, engineering, engineering - telecom, experienced, flutter, git, i, information technology (it), it, javascript, mobile, mobile development, software development, software engineering, technology, travel, up, web development"
Firebase Developer,junior,Giza,"agile, andros, angular, art, business development, case, computer science, creative, design, engineering - telecom, experienced, git, html, information technology (it), ironic, is, it, olin, pp store, serum, software development, swift, technology"
Firebase Developer,mid,Cairo,"agile, axis, dependency injection, did, experienced, firebase, flutter, git, github, i, it, mac o, payment gateway, pp store, software development, up, version control"
Firebase Developer,mid,Giza,"agile, agile methodology, andros, business development, dart programming, engineering - telecom, experienced, flutter, goose play, information technology (it), is, it, mobile pp, mobile security, pp store, serum, software development, swift, technology, test automatic"
Flutter Developer,fresh,Cairo,"aim, axis, computer science, design, engineering - telecom, entry level, firebase, flutter, i, information technology (it), it, mobile, mobile security, restful, restful axis, software development, technology, up"
Flutter Developer,manager,Cairo,"angular, backed, computer science, development, doctor, drop, engineering - telecom, fronted, gitlab, information technology (it), it, javascript, manager, mobile development, software development, system design, technology"
Flutter Developer,mid,Alexandria,"application development, business acute, computer science, creative problem solve, database system, developer, experienced, information technology (it), it, network diagnostic, object orient programming, organizational skill, pp, pp developer, problem solve, relation database, ruby on rail, search engine optimization, software development, web"
Flutter Developer,mid,Cairo,"agile, andros, apt, art, axis, computer science, creative, design, development, engineering - telecom, experienced, flutter, git, github, goose play, information technology (it), is, it, mobile development, pp store, software development, technology, version control"
Flutter Developer,mid,Damietta,"application development, computer science, control system, engineering - telecom, experienced, flutter, mobile, mobile application, mobile application development, mobile development, programming environment, technology, version control"
Flutter Developer,mid,Giza,"agile, agile methodology, andros, business development, complex problem solve, engineering - telecom, experienced, flutter, goose play, information technology (it), is, it, mobile pp, mobile security, pp store, serum, software development, software engineering, swift, technology, test automatic"
Flutter Developer,senior,Cairo,"aim, communication skill, flutter, framework, it, mobile, mobile development, senior management, software development, wa amply, web, web development"
Frontend Developer,fresh,Alexandria,".net, agile, agile methodology, angular, apt, art, asp.net, back-end, backed, bootstrap, case, computer engineering, computer science, continues integration (i), control system, creative, database, design, developer, drop, iss"
Frontend Developer,fresh,Cairo,"agile, angular, art, case, computer science, creative, design, development, engineering, engineering - telecom, entry level, experienced, full stick, git, html, information technology (it), iss, it, javascript, software development, software engineering, technology"
Frontend Developer,fresh,Giza,"agile, angular, angular 6, angular 6+, asp.net, axis, back-end development, blade, bootstrap, business development, c#, case, computer engineering, computer science, design, development, engineering, engineering - telecom, iss, iss framework, technology"
Frontend Developer,fresh,Qalubia,".net, abe framework, adore d, agile, angular, apt, asp.net, axis, azure, back-end, banking, c#, case, communication skill, computer engineering, computer science, design, developer, did, iss"
Frontend Developer,manager,Cairo,"agile, angular, apt, axis, case, computer engineering, computer science, design, developer, development, engineering, engineering - telecom, entry level, experienced, front-end, full stick, git, html, iss, technology"
Frontend Developer,manager,Giza,".net, abe framework, adore d, agile, angular, apt, asp.net, axis, azure, back-end, banking, c#, case, communication skill, computer engineering, computer science, design, developer, did, iss"
Frontend Developer,manager,Sharjah,".net, .net framework, abe, agile, ai, ajar, angular, angular 17, angular 18, asp.net web apt, axis, back-end, backed, case, computer science, database, express, iss, pp, pp developer"
Frontend Developer,mid,Alexandria,"agile, angular, axis, case, computer science, design, developer, engineering, engineering - telecom, experienced, front-end, full stick, git, html, information technology (it), iss, it, javascript, software development, technology, web development"
Frontend Developer,mid,Cairo,"agile, angular, axis, case, computer science, design, engineering, engineering - telecom, experienced, full stick, git, html, information technology (it), iss, it, javascript, react, software development, software engineering, technology"
Frontend Developer,mid,Dakahlia,".net, agile, angular, art, asp.net, axis, backed, computer science, control system, creative, design, developer, engineering, engineering - telecom, experienced, full stick, git, html, information technology, iss, technology"
Frontend Developer,mid,Damascus,"agile, ai, amazon wa, analyst, angular, apt, art, axis, bootstrap, build tool, business development, career development, case, cm, computer engineering, computer science, control system, creative, design, iss, research, wa cloud, wa code pipeline"
Frontend Developer,mid,Dubai,"agile, angular, angular ve, angular+, art, automatic testing, bootstrap, case, computer science, creative, design, development, django, engineering, engineering - other, engineering - telecom, entry level, experienced, front end, iss, rep-next, technology"
Frontend Developer,mid,Giza,"agile, angular, asp.net, computer science, design, engineering, engineering - telecom, experienced, full stick, git, html, information technology (it), iss, it, javascript, pp, software, software development, software engineering, technology"
Frontend Developer,mid,Riyadh,"agile, angular, asp.net, case, computer science, design, engineering, engineering - telecom, experienced, front-end, full stick, git, html, information technology (it), iss, it, javascript, node.is, software development, technology, travel"
Frontend Developer,mid,Sharqia,".net, agile, angular, apt, art, asp.net, back-end, backed, bootstrap, case, computer engineering, computer science, continues integration (i), control system, creative, database, design, developer, drop, engineering, iss"
Frontend Developer,senior,Cairo,".net, adore photoshop, agile, angular, art, asp.net, axis, backed, backed developer, bootstrap, case, communication skill, computer engineering, computer science, creative, data modeling, database design, design, iss, wa"
Full Stack Developer,fresh,Alexandria,"agent, development, entry level, full-stick, graph, is, iss, it, javascript, myself, pp, quality assurance, react.is, shopify, software development, travel, vue.is"
Full Stack Developer,fresh,Cairo,".net, apt, backed, case, computer engineering, computer science, development, engineering - telecom, entry level, git, html, information technology (it), it, javascript, node.is, programming, software development, technology, travel"
Full Stack Developer,manager,Cairo,"agile, computer engineering, computer science, continuous integration, database system, engineering, engineering - telecom, front end, html, information technology (it), iss, it, javascript, javascript framework, manager, problem solve, react, secure programming, software, software development, technology"
Full Stack Developer,manager,Giza,"all, angular, cava, computer science, full stick, html, information technology (it), iss, it, javascript, javascript framework, manager, mongodb, organizational skill, patron, query, react, software development, web server"
Full Stack Developer,mid,Alexandria,".net, angular, apt, business logic, c, cava, component service, computer science, database design, experienced, full stick, html, it, myself, restful apt, software development, travel, version control, vue.is"
Full Stack Developer,mid,Cairo,"agile, angular, asp.net, computer science, engineering - telecom, experienced, full stick, git, html, information technology (it), iss, it, javascript, myself, query, react, software, software development, technology, version control"
Full Stack Developer,mid,Dakahlia,".net, apt, asp, asp.net, asp.net mac, c#, computer engineering, computer science, engineering - telecom, english, english language, experienced, html, information technology (it), interactive communication, it, javascript, query, rec, rest, software development, technology"
Full Stack Developer,mid,Giza,"agile, analytical skill, angular, asp net, asp net core, computer science, design, engineering, engineering - telecom, experienced, full stick, git, html, information technology (it), iss, it, javascript, software development, technology, version control, web service"
Full Stack Developer,mid,Riyadh,"angular, apt, cloud service, computer science, database design, development, experienced, front-end, full stick, information technology (it), iss, it, javascript, node.is, patron, programming, react, software development, wa cloud"
Full Stack Developer,mid,Sharqia,"apt, computer science, control system, engineering, experienced, full stick, html, information technology (it), iss, it, software development, version control"
Game Developer,fresh,Cairo,"adore after effect, adore illustration, adore photoshop, adore premier, after effect, agile, aim, analysis, arabic, axis, back-end development, c#, camp, camping, cinema d, cloud, communication, computer, d, wa"
Game Developer,mid,Cairo,"art, camp, camping, computer science, computer vision, creative, customer service, design, education, engineering, engineering - telecom, english, entry level, experience, experienced, information technology (it), it, software development, student, support, teaching, technology, wa"
Game Developer,mid,Giza,"active directory, ai, analyst, analytical skill, art, azure, c, c++, camp, camping, cold, communication skill, computer science, computer skill, creative, curriculum, customer, customer care, customer experience, customer service, design, research, wa"
Google Cloud Developer,junior,Cairo,"ai, algorithm, artificial intelligence, backed, cloud, computer, computer science, engineering, engineering - other, engineering - telecom, experienced, information technology (it), it, machine learning, node.is, nose, sal, software development, software engineering, technology, wa"
Google Cloud Developer,junior,Giza,"agile, automatic, azure, computer science, doctor, drop, engineering, experienced, information technology (it), it, software development, wa"
Google Cloud Developer,junior,Riyadh,"computer science, engineering - telecom, experienced, full stick, html, information technology (it), it, javascript, myself, pp, software development, technology"
Google Cloud Developer,mid,Cairo,"agile methodology, analysis, application development, cloud, computer, computer science, computer vision, deep learning, drop, engineering, engineering - telecom, experienced, goose cloud, information technology (it), it, patron, programming, sal, software development, technology, wa"
Google Cloud Developer,mid,Giza,"agile, automatic, azure, computer science, control system, doctor, drop, engineering, experienced, goose cloud, information technology (it), it, serum, software development, troubleshooting, version control, wa"
